group_id,normalized_option,representative_section,representative_question,representative_option_text,item_count,years,selected_response_count,candidate_count_sum
8D5E33962662D82D,support research and development of nuclear reactors as an alternative energy source.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,i) Support research and development of nuclear reactors as an alternative energy source.,1,2008.0,1,1
1A9947261D91EBDC,support international voluntary emission targets to limit global warming.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,l) Support international voluntary emission targets to limit global warming.,1,2008.0,1,1
0A9F46887593E35F,allow the importation of prescription drugs into the united states.,Health Issues,Indicate which principles you support (if any) regarding health.,c) Allow the importation of prescription drugs into the United States.,1,2008.0,1,1
BC81DC8F10190073,support expanding child healthcare programs.,Health Issues,Indicate which principles you support (if any) regarding health.,f) Support expanding child healthcare programs.,1,2008.0,1,1
539AF3BD61FC541A,support a temporary worker program.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,c) Support a temporary worker program.,1,2008.0,1,1
41584D4A6D4299AC,support harsher financial punishments for those who knowingly employ illegal immigrants.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,d) Support harsher financial punishments for those who knowingly employ illegal immigrants.,1,2008.0,1,1
9985655450E63B0A,illegal immigrants should have to return to their countries of origin before being considered for citizenship.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,f) Illegal immigrants should have to return to their countries of origin before being considered for citizenship.,1,2008.0,1,1
AB63485DEFDB8E27,support merit-based visas over family-based visas.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,h) Support merit-based visas over family-based visas.,1,2008.0,1,1
463C89D0F20B2714,support the united states granting aid to countries when extraordinary circumstances cause disaster and threaten civilian lives.,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,a) Support the United States granting aid to countries when extraordinary circumstances cause disaster and threaten civilian lives.,1,2008.0,1,1
675B9C4908916FC4,support the united states granting aid to countries when it is in the security interests of the united states.,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,b) Support the United States granting aid to countries when it is in the security interests of the United States.,1,2008.0,1,1
AAE2DCF5178C4739,eliminate united states aid for any nation with documented human rights abuses.,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,c) Eliminate United States aid for any nation with documented human rights abuses.,1,2008.0,1,1
0E8DF6411791CB00,should the united states impose greater international sanctions on iran if it continues to defy united nations mandates?,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,c) Should the United States impose greater international sanctions on Iran if it continues to defy United Nations mandates?,1,2008.0,1,1
2732841D2EB03E95,should the united states support the lebanese government against insurgent forces?,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,d) Should the United States support the Lebanese government against insurgent forces?,1,2008.0,1,1
CF3DFA6B6BBC584F,should the united states maintain its troop levels in iraq?,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,e) Should the United States maintain its troop levels in Iraq?,1,2008.0,1,1
F3A3007AFA39C821,should the united states apply greater economic and diplomatic sanctions against north korea if it fails to abide by its agreement to suspend its nuclear program?,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,h) Should the United States apply greater economic and diplomatic sanctions against North Korea if it fails to abide by its agreement to suspend its nuclear program?,1,2008.0,1,1
FAABDBE1946DD504,should the united states increase financial support for afghanistan?,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,i) Should the United States increase financial support for Afghanistan?,1,2008.0,1,1
